symbol,date,open,high,low,close,volume,turnover
NABIL,2026-02-05,457.64,459.56,453.27,458.72,37326,17121997.76
NABIL,2026-02-06,441.88,448.37,439.36,442.92,100066,44321452.48
NABIL,2026-02-09,453.83,457.93,449.76,454.17,138637,62964688.96
NABIL,2026-02-10,451.41,459.32,452.63,452.67,39510,17885125.17
NABIL,2026-02-11,441.63,446.58,443.04,444.14,57540,25555651.44
NABIL,2026-02-12,435.77,437.95,428.98,436.49,62255,27173561.29
NABIL,2026-02-13,435.88,434.8,425.15,431.36,28674,12368828.27
NABIL,2026-02-16,437.09,442.05,435.93,437.13,38762,16944072.37
NABIL,2026-02-17,435.58,439.39,431.1,433.37,20852,9036622.03
NABIL,2026-02-18,439.27,441.79,437.2,437.79,38924,17040412.79
NABIL,2026-02-19,441.48,441.81,438.84,440.56,14136,6227788.93
NABIL,2026-02-20,451.15,453.91,446.92,449.84,101815,45800871.51
NABIL,2026-02-23,453.53,455.64,437.08,452.36,74015,33481375.62
NABIL,2026-02-24,451.73,454.79,451.35,454.6,21080,9582916.53
NABIL,2026-02-25,452.07,449.28,448.11,448.78,93091,41777225.6
NABIL,2026-02-26,442.12,448.87,438.95,441.41,14756,6513418.75
NABIL,2026-02-27,448.38,452.64,440.48,446.68,110561,49385656.56
NABIL,2026-03-02,451.44,455.99,446.19,451.06,91348,41203626.49
NABIL,2026-03-03,467.16,472.8,471.1,472.22,96724,45674855.24
NABIL,2026-03-04,451.28,453.11,443.35,452.65,145017,65641294.99
NABIL,2026-03-05,447.17,456.38,445.32,450.81,54635,24630104.89
NABIL,2026-03-06,449.6,454.56,448.38,453.41,54999,24936953.09
NABIL,2026-03-09,451.81,452.7,441.46,451.69,82614,37315735.62
NABIL,2026-03-10,438.87,445.46,438.33,439.22,45301,19897273.03
NABIL,2026-03-11,435.44,435.51,433.24,434.76,89124,38747592.55
NABIL,2026-03-12,436.25,440.43,435.4,436.74,63786,27857743.64
NABIL,2026-03-13,438.05,440.46,429.18,437.71,76980,33694938.08
NABIL,2026-03-16,429.11,433.82,430.33,430.84,147003,63335365.17
NABIL,2026-03-17,432.57,435.47,432.3,433.42,92636,40150464.36
NABIL,2026-03-18,440.47,439.65,433.78,437.15,124193,54290949.98
NABIL,2026-03-19,440.71,441.03,435.28,438.9,66457,29167836.24
NABIL,2026-03-20,434.63,434.93,430.42,434.81,82318,35792876.53
NABIL,2026-03-23,442.35,445.17,438.68,443.1,119506,52952856.33
NABIL,2026-03-24,448.09,449.0,442.45,448.84,73772,33111483.82
NABIL,2026-03-25,438.23,447.08,429.55,440.56,91643,40373997.03
NABIL,2026-03-26,428.92,431.35,425.4,426.2,59515,25365266.77
NABIL,2026-03-27,418.42,417.87,411.91,417.09,92457,38562793.34
NABIL,2026-03-30,422.51,428.22,420.48,423.01,149174,63102471.57
NABIL,2026-03-31,409.68,414.64,410.44,413.07,5719,2362340.32
NABIL,2026-04-01,431.1,431.17,427.0,429.95,124362,53469685.43
NABIL,2026-04-02,424.93,425.62,421.51,424.0,59781,25347309.7
NABIL,2026-04-03,440.42,443.92,441.78,442.01,103231,45628726.72
NABIL,2026-04-06,443.98,446.43,439.2,444.76,26179,11643392.89
NABIL,2026-04-07,444.06,451.36,444.73,448.33,29967,13435081.29
NABIL,2026-04-08,445.22,447.22,444.85,445.72,131861,58773159.68
NABIL,2026-04-09,427.49,429.61,422.26,424.93,25703,10921856.63
NABIL,2026-04-10,434.9,435.58,431.57,434.57,11518,5005425.69
NABIL,2026-04-13,427.81,440.4,426.75,428.26,47974,20545430.83
NABIL,2026-04-14,423.46,430.55,417.68,423.36,72078,30515247.77
NABIL,2026-04-15,418.87,423.39,415.01,416.98,53435,22281199.67
NABIL,2026-04-16,413.57,416.79,409.31,414.73,56901,23598284.36
NABIL,2026-04-17,422.64,428.94,418.22,421.75,68804,29018412.3
NABIL,2026-04-20,421.01,419.41,413.21,418.73,126691,53049717.47
NABIL,2026-04-21,421.76,433.8,425.4,425.99,96404,41067508.14
NABIL,2026-04-22,423.99,427.66,416.96,421.05,40607,17097590.08
NABIL,2026-04-23,429.03,430.19,428.87,428.95,67110,28786763.03
NABIL,2026-04-24,429.43,431.56,429.78,431.16,111279,47979422.24
NABIL,2026-04-27,430.04,433.59,419.56,431.72,19656,8485956.07
NABIL,2026-04-28,409.02,411.16,408.17,410.07,128747,52794730.34
NABIL,2026-04-29,400.75,407.19,396.47,400.76,92804,37191909.74
NABIL,2026-04-30,399.7,398.75,394.84,396.86,103598,41114395.32
NABIL,2026-05-01,395.41,393.67,388.72,393.26,39505,15535688.91
NABIL,2026-05-04,388.02,391.25,384.69,389.43,38178,14867490.86
NABIL,2026-05-05,387.94,391.37,385.65,387.12,63951,24756548.61
NABIL,2026-05-06,377.99,384.1,379.29,380.33,8582,3264026.66
NABIL,2026-05-07,400.19,403.62,398.41,398.46,6085,2424634.44
NABIL,2026-05-08,395.19,399.83,389.16,394.02,31825,12539697.9
NABIL,2026-05-11,383.62,386.09,383.6,385.7,127046,49001125.91
NABIL,2026-05-12,394.44,402.84,392.82,396.56,83488,33107939.56
NABIL,2026-05-13,407.0,403.2,401.2,403.05,147957,59634342.78
NABIL,2026-05-14,402.73,410.08,396.75,404.34,149143,60304566.17
NABIL,2026-05-15,400.25,407.53,401.53,402.2,109820,44169830.95
NABIL,2026-05-18,399.82,409.67,404.12,405.09,34114,13819228.5
NABIL,2026-05-19,418.37,418.98,407.47,417.6,115436,48205870.63
NABIL,2026-05-20,418.18,420.17,415.5,418.51,26414,11054517.99
NABIL,2026-05-21,447.86,445.67,443.17,443.77,92091,40867088.22
NABIL,2026-05-22,459.25,471.19,455.28,457.61,57763,26432920.03
NABIL,2026-05-25,470.24,473.4,469.05,469.46,35312,16577681.22
NABIL,2026-05-26,458.19,465.86,452.89,456.26,90802,41429556.88
NABIL,2026-05-27,452.71,459.54,449.78,455.98,47262,21550300.54
NABIL,2026-05-28,457.56,464.22,454.45,458.04,129958,59526316.65
NABIL,2026-05-29,458.19,462.89,455.56,459.43,112535,51701942.69
NABIL,2026-06-01,455.04,455.12,452.54,453.8,128441,58286735.38
NABIL,2026-06-02,452.23,456.07,449.39,454.41,71723,32591434.05
NABIL,2026-06-03,453.95,460.74,449.53,454.03,77264,35080460.76
NABIL,2026-06-04,452.7,458.74,446.29,452.51,124550,56360341.09
NABIL,2026-06-05,467.76,470.96,464.1,467.71,19530,9134286.86
NABIL,2026-06-08,460.61,468.16,460.55,463.47,125883,58342550.88
NABIL,2026-06-09,459.17,464.99,455.27,458.43,140362,64346615.99
NABIL,2026-06-10,445.32,450.54,441.38,443.66,38329,17005071.46
NABIL,2026-06-11,451.2,452.44,441.11,451.12,50534,22796974.71
NABIL,2026-06-12,446.08,452.92,443.21,447.09,46423,20755113.54
NABIL,2026-06-15,437.76,447.64,439.03,439.97,86863,38216738.92
NABIL,2026-06-16,424.85,426.63,423.67,425.88,67995,28957764.97
NABIL,2026-06-17,425.14,429.97,426.49,428.0,93456,39999242.52
NABIL,2026-06-18,426.94,431.37,424.58,428.35,94527,40490308.61
NABIL,2026-06-19,418.03,418.84,418.2,418.28,48835,20426497.04
NABIL,2026-06-22,414.74,419.38,414.79,417.02,117831,49138133.04
NABIL,2026-06-23,415.72,421.34,413.54,415.7,122101,50757717.74
NABIL,2026-06-24,421.7,425.54,415.91,418.61,144872,60645003.09
NABIL,2026-06-25,417.59,419.13,413.62,414.01,67679,28019891.55
NABIL,2026-06-26,427.52,435.23,426.05,427.42,148573,63502884.51
NABIL,2026-06-29,423.65,424.86,411.3,421.44,11073,4666632.96
NABIL,2026-06-30,406.58,408.59,403.29,405.64,120087,48711635.53
NABIL,2026-07-01,404.8,411.83,404.03,405.31,87158,35325998.42
NABIL,2026-07-02,412.22,411.92,410.4,410.5,139724,57356658.24
NABIL,2026-07-03,396.3,397.58,391.34,395.84,124828,49411490.44
NABIL,2026-07-06,404.34,410.63,401.26,403.67,146906,59301608.22
NABIL,2026-07-07,405.38,412.79,407.72,408.65,78042,31891544.27
NABIL,2026-07-08,410.02,410.48,405.59,407.06,62572,25470261.55
NABIL,2026-07-09,414.35,416.9,413.01,414.98,142095,58966478.08
NABIL,2026-07-10,427.16,438.73,426.47,429.26,83062,35655327.56
NABIL,2026-07-13,431.73,433.59,420.87,425.14,137974,58657877.83
NABIL,2026-07-14,440.18,438.68,434.55,437.67,73056,31974716.03
NABIL,2026-07-15,436.06,442.08,436.77,439.17,26157,11487303.7
NABIL,2026-07-16,430.82,431.42,428.69,430.02,108229,46540619.62
NABIL,2026-07-17,422.3,428.34,423.87,425.72,120136,51143705.74
NABIL,2026-07-20,438.12,435.92,435.33,435.51,102354,44575732.36
NABIL,2026-07-21,445.72,443.62,438.32,442.51,116201,51419839.2
NABIL,2026-07-22,441.89,441.23,438.77,440.35,98891,43546521.59
NABIL,2026-07-23,421.0,421.58,418.71,420.68,47850,20129567.14
NABIL,2026-07-24,429.45,433.73,427.99,428.83,70696,30316304.81
NABIL,2026-07-27,438.9,443.32,436.62,438.5,22985,10078829.96
GBIME,2025-11-18,987.92,998.79,970.48,991.68,111747,110816922.24
GBIME,2025-11-19,1021.48,1027.89,1021.71,1025.9,54665,56080955.09
GBIME,2025-11-20,1019.13,1020.75,1016.64,1020.33,71553,73007987.46
GBIME,2025-11-21,1036.92,1048.99,1014.39,1038.02,85667,88924233.31
GBIME,2025-11-24,1050.73,1064.55,1044.31,1050.58,141279,148424202.93
GBIME,2025-11-25,1061.34,1065.87,1054.69,1055.52,96997,102381829.16
GBIME,2025-11-26,1049.85,1050.98,1044.92,1048.39,84214,88289193.77
GBIME,2025-11-27,1035.66,1031.71,1018.1,1024.8,127580,130743506.92
GBIME,2025-11-28,1011.62,1047.19,1015.3,1020.85,21959,22416787.69
GBIME,2025-12-01,1022.05,1034.37,1028.45,1029.96,113863,117274503.3
GBIME,2025-12-02,1063.66,1084.67,1062.15,1066.66,149289,159241250.22
GBIME,2025-12-03,1004.08,1019.3,1001.84,1004.96,33725,33892378.25
GBIME,2025-12-04,1017.21,1023.48,1018.96,1020.33,72916,74398376.21
GBIME,2025-12-05,998.45,1004.67,982.5,1002.48,65784,65947307.37
GBIME,2025-12-08,1007.86,1013.97,1005.77,1012.53,49191,49807383.74
GBIME,2025-12-09,1003.05,1008.56,997.97,1005.93,106564,107195942.82
GBIME,2025-12-10,1037.75,1048.39,1037.55,1041.12,146296,152311770.23
GBIME,2025-12-11,1068.7,1078.49,1041.14,1070.82,29336,31413500.37
GBIME,2025-12-12,1030.1,1046.51,1033.09,1040.12,70671,73506167.27
GBIME,2025-12-15,1017.59,1035.32,1022.34,1023.06,148954,152389194.73
GBIME,2025-12-16,1058.03,1056.6,1043.65,1052.42,101134,106435582.15
GBIME,2025-12-17,1082.71,1080.67,1052.83,1072.42,76192,81709885.17
GBIME,2025-12-18,1084.73,1091.36,1081.54,1084.68,113798,123434677.52
GBIME,2025-12-19,1053.59,1053.97,1049.35,1053.37,88325,93039036.5
GBIME,2025-12-22,1017.85,1021.4,1009.74,1014.92,22111,22440795.62
GBIME,2025-12-23,1063.89,1066.3,1030.95,1059.21,90662,96030109.17
GBIME,2025-12-24,1041.34,1052.9,1046.18,1048.14,55908,58599196.06
GBIME,2025-12-25,1049.03,1049.33,1041.83,1045.67,100373,104957308.97
GBIME,2025-12-26,1068.39,1071.58,1067.85,1070.26,120475,128939798.54
GBIME,2025-12-29,1056.36,1072.7,1057.84,1062.64,20412,21690574.25
GBIME,2025-12-30,1095.8,1097.6,1090.38,1093.13,127942,139857208.38
GBIME,2025-12-31,1086.34,1096.14,1086.36,1091.24,138846,151514065.03
GBIME,2026-01-01,1113.93,1130.69,1112.55,1113.13,103737,115472843.88
GBIME,2026-01-02,1129.18,1139.45,1115.53,1126.41,144859,163170972.44
GBIME,2026-01-05,1106.2,1112.86,1106.02,1107.68,91290,101120374.95
GBIME,2026-01-06,1067.15,1086.84,1063.03,1070.88,89752,96113485.25
GBIME,2026-01-07,1108.54,1120.98,1105.48,1109.1,29737,32981418.52
GBIME,2026-01-08,1153.59,1174.35,1137.52,1147.46,101342,116285599.3
GBIME,2026-01-09,1157.34,1148.91,1134.51,1148.03,71761,82383440.73
GBIME,2026-01-12,1175.43,1181.78,1172.05,1174.03,41764,49032142.25
GBIME,2026-01-13,1190.57,1204.81,1186.57,1199.22,44720,53629329.71
GBIME,2026-01-14,1233.01,1252.11,1235.28,1237.44,53865,66654972.28
GBIME,2026-01-15,1179.88,1200.86,1185.65,1191.88,41258,49174432.16
GBIME,2026-01-16,1210.24,1205.38,1195.37,1201.33,94606,113653330.0
GBIME,2026-01-19,1174.04,1192.64,1171.65,1175.46,93304,109675221.15
GBIME,2026-01-20,1224.39,1233.74,1215.95,1224.51,31576,38665111.72
GBIME,2026-01-21,1171.47,1181.39,1154.09,1176.83,65598,77197550.39
GBIME,2026-01-22,1162.08,1177.13,1149.9,1159.06,95214,110359076.57
GBIME,2026-01-23,1138.02,1165.52,1138.66,1141.31,137192,156578166.05
GBIME,2026-01-26,1161.85,1169.55,1120.04,1155.02,84766,97906754.88
GBIME,2026-01-27,1151.3,1153.68,1139.27,1153.55,51545,59459524.18
GBIME,2026-01-28,1144.87,1149.26,1134.05,1139.04,6504,7408324.5
GBIME,2026-01-29,1154.28,1160.17,1146.13,1151.38,146544,168728205.7
GBIME,2026-01-30,1172.26,1165.24,1155.15,1162.72,135864,157971474.79
GBIME,2026-02-02,1145.77,1155.64,1135.39,1146.23,7080,8115280.61
GBIME,2026-02-03,1095.37,1104.34,1099.77,1101.63,129147,142272497.26
GBIME,2026-02-04,1067.97,1071.43,1059.06,1060.52,8477,8989991.51
GBIME,2026-02-05,1054.08,1056.86,1038.76,1054.11,138878,146392636.5
GBIME,2026-02-06,1049.25,1063.43,1044.8,1047.67,23458,24576281.53
GBIME,2026-02-09,1027.28,1033.91,1029.68,1030.48,86234,88862199.06
GBIME,2026-02-10,1022.49,1025.13,1013.65,1023.87,89079,91204995.98
GBIME,2026-02-11,1044.03,1060.81,1041.67,1049.01,43795,45941583.84
GBIME,2026-02-12,1084.04,1105.04,1083.45,1092.21,83156,90823467.63
GBIME,2026-02-13,1077.57,1102.73,1083.67,1084.23,116151,125934138.49
GBIME,2026-02-16,1085.35,1085.7,1084.11,1084.14,71421,77430496.75
GBIME,2026-02-17,1070.67,1076.89,1070.66,1070.67,120475,128988926.35
GBIME,2026-02-18,1075.6,1085.11,1065.07,1080.5,5814,6282044.16
GBIME,2026-02-19,1110.59,1127.51,1101.32,1109.94,62899,69814330.11
GBIME,2026-02-20,1109.42,1119.99,1109.16,1111.4,128355,142653145.39
GBIME,2026-02-23,1087.5,1088.61,1067.35,1083.39,66377,71912450.75
GBIME,2026-02-24,1098.78,1116.22,1093.41,1094.27,14096,15424870.65
GBIME,2026-02-25,1136.04,1131.76,1115.24,1123.57,28902,32473341.59
GBIME,2026-02-26,1144.38,1162.57,1134.56,1145.41,63293,72496579.08
GBIME,2026-02-27,1161.93,1161.35,1148.41,1159.35,126739,146934327.95
GBIME,2026-03-02,1145.86,1177.84,1144.2,1150.97,111378,128192386.21
GBIME,2026-03-03,1155.26,1181.05,1148.54,1158.66,55044,63777259.66
GBIME,2026-03-04,1160.51,1176.41,1159.25,1162.59,72982,84847885.29
GBIME,2026-03-05,1196.1,1235.42,1197.07,1200.07,102409,122898420.82
GBIME,2026-03-06,1190.45,1194.63,1180.2,1189.91,65693,78168514.13
GBIME,2026-03-09,1230.4,1228.12,1211.46,1214.98,112904,137175801.31
GBIME,2026-03-10,1252.93,1261.4,1243.8,1244.3,66836,83163874.98
GBIME,2026-03-11,1280.05,1286.71,1257.93,1281.77,36516,46805018.43
GBIME,2026-03-12,1248.34,1246.24,1236.89,1244.42,113763,141568803.58
GBIME,2026-03-13,1245.01,1267.6,1236.76,1247.87,134189,167450829.21
GBIME,2026-03-16,1255.64,1266.84,1251.25,1253.96,148703,186467255.61
GBIME,2026-03-17,1229.67,1255.43,1212.35,1225.97,114786,140723939.86
GBIME,2026-03-18,1227.89,1238.27,1215.13,1235.69,113853,140687124.64
GBIME,2026-03-19,1236.49,1241.5,1227.19,1237.0,88682,109699430.31
GBIME,2026-03-20,1203.39,1230.72,1203.0,1207.67,89097,107599335.45
GBIME,2026-03-23,1189.61,1197.73,1187.37,1190.07,56663,67432783.15
GBIME,2026-03-24,1172.23,1185.67,1168.55,1176.07,92646,108957739.23
GBIME,2026-03-25,1179.58,1194.53,1158.73,1168.57,122296,142912025.51
GBIME,2026-03-26,1110.61,1138.84,1091.0,1117.66,117696,131543616.87
GBIME,2026-03-27,1149.61,1147.71,1137.77,1144.9,103415,118399631.9
GBIME,2026-03-30,1163.15,1187.32,1166.64,1168.64,6208,7254947.93
GBIME,2026-03-31,1167.24,1180.81,1164.82,1169.02,75883,88708534.0
GBIME,2026-04-01,1144.12,1150.16,1135.41,1145.3,54647,62587253.42
GBIME,2026-04-02,1108.23,1128.11,1108.7,1121.31,148064,166025701.79
GBIME,2026-04-03,1107.59,1117.26,1103.21,1111.62,82354,91546277.01
GBIME,2026-04-06,1092.02,1101.55,1090.0,1092.27,124645,136145499.64
GBIME,2026-04-07,1056.39,1054.39,1036.13,1052.69,12855,13532282.74
GBIME,2026-04-08,1049.45,1066.13,1051.11,1054.77,55374,58406947.58
GBIME,2026-04-09,1062.17,1064.88,1048.33,1058.93,48856,51734988.05
GBIME,2026-04-10,1009.61,1016.66,1004.84,1011.71,73759,74622390.88
GBIME,2026-04-13,1026.69,1034.58,1024.67,1027.7,9944,10219439.23
GBIME,2026-04-14,1033.16,1055.87,1033.08,1035.49,60569,62718568.54
GBIME,2026-04-15,1054.26,1070.01,1034.35,1054.46,81407,85840440.54
GBIME,2026-04-16,1039.82,1047.98,1043.74,1047.18,117000,122520411.22
GBIME,2026-04-17,1070.22,1063.86,1058.6,1063.19,27231,28951758.96
GBIME,2026-04-20,1057.44,1063.08,1043.02,1049.54,76038,79804669.78
GBIME,2026-04-21,1057.9,1056.8,1042.35,1049.96,45167,47423369.9
GBIME,2026-04-22,1017.15,1028.86,1011.95,1025.07,64273,65884185.74
GBIME,2026-04-23,975.41,980.51,971.06,979.49,117385,114977410.21
GBIME,2026-04-24,944.06,956.43,938.7,942.97,39407,37159648.88
GBIME,2026-04-27,961.45,977.66,960.48,962.51,105578,101619950.41
GBIME,2026-04-28,980.58,989.87,978.76,988.19,51696,51085573.08
GBIME,2026-04-29,996.79,1008.11,992.87,998.5,33239,33189157.88
GBIME,2026-04-30,982.65,991.87,975.59,978.87,123469,120860018.19
GBIME,2026-05-01,999.58,1000.09,979.65,988.96,61467,60788606.21
GBIME,2026-05-04,994.94,992.82,989.07,991.58,52234,51793949.55
GBIME,2026-05-05,993.91,1003.85,994.2,997.14,127761,127395264.25
GBIME,2026-05-06,990.38,999.18,975.31,984.54,123778,121864795.1
GBIME,2026-05-07,960.55,973.75,948.0,961.48,77799,74801870.43
GBIME,2026-05-08,976.42,985.59,968.98,972.81,40120,39029133.03
GBIME,2026-05-11,965.34,983.76,968.47,973.45,101993,99285517.01
GBIME,2026-05-12,995.43,1006.22,980.78,989.17,62423,61746807.43
GBIME,2026-05-13,978.21,987.36,962.03,973.41,138074,134402609.09
GBIME,2026-05-14,965.5,975.18,954.87,963.67,92787,89416126.83
GBIME,2026-05-15,948.44,956.49,931.21,946.52,103156,97639223.78
GBIME,2026-05-18,951.24,953.05,935.65,951.3,46446,44184070.8
GBIME,2026-05-19,962.31,970.79,957.73,957.83,88404,84675889.66
GBIME,2026-05-20,960.11,969.21,939.33,955.02,127618,121878098.57
GBIME,2026-05-21,974.76,977.74,957.67,960.66,132169,126969481.62
GBIME,2026-05-22,952.59,956.32,945.74,947.05,44211,41869948.68
GBIME,2026-05-25,946.96,958.57,945.66,956.8,25519,24416582.7
GBIME,2026-05-26,960.15,981.27,953.37,965.79,112725,108868165.5
GBIME,2026-05-27,975.7,996.7,967.46,976.13,143383,139960991.48
GBIME,2026-05-28,957.19,968.79,947.54,955.81,47898,45781162.3
GBIME,2026-05-29,915.43,919.02,913.56,918.74,144745,132982986.92
GBIME,2026-06-01,922.81,942.92,911.98,922.8,101996,94122159.25
GBIME,2026-06-02,939.17,948.48,930.53,940.09,105539,99216292.4
GBIME,2026-06-03,916.64,926.72,912.07,919.97,109249,100505756.39
GBIME,2026-06-04,895.82,902.02,891.72,895.99,99200,88882500.06
GBIME,2026-06-05,863.47,872.87,864.92,865.36,49407,42755006.97
GBIME,2026-06-08,868.75,880.59,871.49,875.29,120052,105080676.24
GBIME,2026-06-09,869.95,876.38,866.48,876.31,42471,37217741.49
GBIME,2026-06-10,867.48,892.45,866.6,876.22,33897,29701153.51
GBIME,2026-06-11,867.17,882.97,868.62,874.07,78513,68626006.48
GBIME,2026-06-12,856.1,864.98,855.45,859.13,126755,108898620.97
GBIME,2026-06-15,872.95,869.36,865.13,865.97,80224,69471345.75
GBIME,2026-06-16,893.68,893.84,877.1,891.42,34076,30376159.24
GBIME,2026-06-17,914.26,922.31,911.16,919.35,132727,122022449.45
GBIME,2026-06-18,932.01,934.74,913.74,931.5,149932,139661212.18
GBIME,2026-06-19,910.65,924.36,912.01,913.54,7853,7174032.19
GBIME,2026-06-22,894.36,897.93,875.73,891.62,138007,123049257.0
GBIME,2026-06-23,867.36,878.72,864.6,865.25,104039,90019682.33
GBIME,2026-06-24,885.79,901.07,881.16,883.77,35384,31271169.2
GBIME,2026-06-25,886.29,904.5,883.36,888.86,132390,117676325.27
GBIME,2026-06-26,889.84,896.78,886.17,890.39,80449,71631077.43
GBIME,2026-06-29,882.54,900.69,871.82,884.67,121048,107087341.19
GBIME,2026-06-30,869.92,879.31,865.87,878.36,98829,86807858.28
GBIME,2026-07-01,883.42,891.86,870.55,879.66,125196,110130322.14
GBIME,2026-07-02,880.55,884.76,875.44,878.47,20203,17747677.67
GBIME,2026-07-03,884.4,896.86,877.69,885.49,17636,15616571.9
GBIME,2026-07-06,912.19,922.89,896.71,910.45,71445,65047387.91
GBIME,2026-07-07,898.45,910.6,890.71,900.6,11855,10676578.61
GBIME,2026-07-08,893.44,900.58,893.67,894.89,66282,59315358.04
GBIME,2026-07-09,899.25,895.68,880.59,894.75,66134,59173693.57
GBIME,2026-07-10,900.96,905.1,899.4,904.41,116466,105333563.39
GBIME,2026-07-13,898.67,907.48,893.93,900.66,33831,30470136.27
GBIME,2026-07-14,899.09,913.56,892.84,903.76,121664,109955438.2
GBIME,2026-07-15,859.79,861.4,850.11,860.19,97971,84274054.17
GBIME,2026-07-16,845.22,845.62,833.83,844.14,81788,69040150.11
GBIME,2026-07-17,834.72,856.42,836.6,839.4,29630,24871319.42
GBIME,2026-07-20,833.6,847.47,825.5,843.23,7512,6334334.53
GBIME,2026-07-21,830.96,833.43,822.85,827.07,120781,99894617.63
GBIME,2026-07-22,832.6,827.2,821.4,825.21,38000,31358083.7
GBIME,2026-07-23,837.15,840.64,825.29,838.75,80186,67256199.06
GBIME,2026-07-24,827.61,824.13,813.75,823.12,124625,102581111.22
GBIME,2026-07-27,801.34,803.26,793.85,801.55,75207,60282333.17
CHCL,2025-11-18,859.88,864.04,835.55,852.44,125913,107333834.62
CHCL,2025-11-19,839.17,843.7,834.83,839.76,100830,84673438.46
CHCL,2025-11-20,850.3,857.95,834.01,845.43,86451,73088623.25
CHCL,2025-11-21,829.31,839.45,823.37,824.11,21767,17938321.11
CHCL,2025-11-24,836.4,830.88,815.48,827.34,146328,121062559.48
